date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:17:04	6225/6225	---M--	200	added ('OK')	image/png	etag:%229d937e527b48106ea9a90654b3be2bc3%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/691174c320de4e6f3f193af4_Hey%20Gen.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/691174c320de4e6f3f193af4_Hey%20Gen.png	(from https://www.wavespace.agency/about)
16:17:04	5111/5111	---M--	200	added ('OK')	image/png	etag:%22bb0b1d8d822ae1f2896b1663ddb2140c%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/691174d447f3d5ed5bed515a_Recruitly.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/691174d447f3d5ed5bed515a_Recruitly.png	(from https://www.wavespace.agency/about)
16:17:04	1751/1751	---M--	200	added ('OK')	image/png	etag:%22da8d0f004c3064a370894c7198739945%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/691174e0ef81aa0d6528f01f_500.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/691174e0ef81aa0d6528f01f_500.png	(from https://www.wavespace.agency/about)
16:17:04	3581/3581	---M--	200	added ('OK')	image/png	etag:%222564648942cf9a8cb043b691c1a6230e%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/691175286d97c08c8255db80_andreessen%20horowitz.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/691175286d97c08c8255db80_andreessen%20horowitz.png	(from https://www.wavespace.agency/about)
16:17:05	2739/2739	---M--	200	added ('OK')	image/png	etag:%227402dd11ed99a8c36c87eca8dcd190d5%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/6911753d3124f2468bd7be81_Oppa%20travel.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/6911753d3124f2468bd7be81_Oppa%20travel.png	(from https://www.wavespace.agency/about)
16:17:05	2827/2827	---M--	200	added ('OK')	image/png	etag:%22b3d52c5518503dfd2d287ccebd57a797%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/69117550fc331a344f9629d2_Zero%20Essay.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/69117550fc331a344f9629d2_Zero%20Essay.png	(from https://www.wavespace.agency/about)
16:17:05	2054/2054	---M--	200	added ('OK')	image/png	etag:%22a7124b81c7d64ee2475827131d6cbc94%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/6911756498048944fc69d951_Sequoia.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/6911756498048944fc69d951_Sequoia.png	(from https://www.wavespace.agency/about)
16:17:05	4303/4303	---M--	200	added ('OK')	image/png	etag:%2235d6704c09c75dccb6ba5978c8493de5%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/69117584f2dad208df3e82de_Medical%20Student%20Ai.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/69117584f2dad208df3e82de_Medical%20Student%20Ai.png	(from https://www.wavespace.agency/about)
16:17:06	707/707	---M--	200	added ('OK')	image/png	etag:%22601dcc04bdebab1aa69bde542e13e3d8%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/69563c35ba2ac641ee2d5c50_Vector%20(Stroke).png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/69563c35ba2ac641ee2d5c50_Vector%20(Stroke).png	(from https://www.wavespace.agency/about)
16:17:06	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:07%20GMT	https://www.wavespace.agency/case-studies/open-hub	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/case-studies/open-hub	(from https://www.wavespace.agency/about)
16:17:07	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:07%20GMT	https://www.wavespace.agency/case-studies/better-ai	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/case-studies/better-ai	(from https://www.wavespace.agency/about)
16:17:07	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:07%20GMT	https://www.wavespace.agency/case-studies/kodezi	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/case-studies/kodezi	(from https://www.wavespace.agency/about)
16:17:08	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=6655d16113e6966ef4eb1041	E:/My%20Web%20Sites/wavespace.agency/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8876f.js	(from https://www.wavespace.agency/about)
16:17:08	4810/4810	---MCZ	200	added ('OK')	text/javascript	etag:W/%22f56f7cef7a5e342d87c4e4a2b0d55879%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/js/wavespace.cb20aac5.24b15cc6dcabd7b1.js	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/js/wavespace.cb20aac5.24b15cc6dcabd7b1.js	(from https://www.wavespace.agency/about)
16:17:09	13321/13321	---M-Z	200	added ('OK')	application/javascript	etag:W/%223409-w9Y03eyVWdhcmN83QS4sGpke7HE%22	https://cdn.jsdelivr.net/gh/studio-freight/lenis@0.2.28/bundled/lenis.js	E:/My%20Web%20Sites/wavespace.agency/cdn.jsdelivr.net/gh/studio-freight/lenis@0.2.28/bundled/lenis.js	(from https://www.wavespace.agency/about)
16:17:09	153252/153252	---M-Z	200	added ('OK')	application/javascript	etag:W/%22256a4-5rs1SvthADgDVzgZyhxO55UBAOw%22	https://cdn.jsdelivr.net/npm/lazy-load-video@latest/dist/custom-video.js	E:/My%20Web%20Sites/wavespace.agency/cdn.jsdelivr.net/npm/lazy-load-video@latest/dist/custom-video.js	(from https://www.wavespace.agency/about)
16:17:10	703/703	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2018%20Oct%202025%2009:22:10%20GMT	https://cdn.schema-flow.com/script.min.js	E:/My%20Web%20Sites/wavespace.agency/cdn.schema-flow.com/script.min.js	(from https://www.wavespace.agency/about)
16:17:10	109970/109970	---MCZ	200	added ('OK')	text/css	etag:W/%22d7598829ec4c306a6b7febde3c1b68f8%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.692d870ff74e7078fd3fa220-9a9b407d6.min.css	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.692d870ff74e7078fd3fa220-9a9b407d6.min.css	(from https://www.wavespace.agency/startups)
16:17:10	61065/61065	---M--	200	added ('OK')	image/png	etag:%22d45f52dc8b97dfcc8568b42878dcb5e2%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/690dc3e1d08c91d4c5abec1a_ceo-of-wavespace.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/690dc3e1d08c91d4c5abec1a_ceo-of-wavespace.png	(from https://www.wavespace.agency/startups)
16:17:10	70087/70087	---M--	200	added ('OK')	image/png	etag:%22eb2a1327354982aaa45f9a8bc0777651%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/690dc3e1a41eefcb9bb981b2_head-of-designer-wavespace.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/690dc3e1a41eefcb9bb981b2_head-of-designer-wavespace.png	(from https://www.wavespace.agency/startups)
16:17:10	55774/55774	---M--	200	added ('OK')	image/png	etag:%220b03123bc20db47debd1b043aa3fc460%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/690dc3e10e0e0f2a06bc86e8_product-designer-of-wavespace.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/690dc3e10e0e0f2a06bc86e8_product-designer-of-wavespace.png	(from https://www.wavespace.agency/startups)
16:17:11	908/908	---M--	200	added ('OK')	image/png	etag:%224f0d310657a8dc4c96cd537745c9622c%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/695b9bffd0d5f14a521ceb65_Frame%202147202956.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/695b9bffd0d5f14a521ceb65_Frame%202147202956.png	(from https://www.wavespace.agency/startups)
16:17:11	4896/4896	---MCZ	200	added ('OK')	text/javascript	etag:W/%22cf4c28b2af57041cef561d8f92beef09%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/js/wavespace.144f82b7.e1080ffb97b3f0f2.js	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/js/wavespace.144f82b7.e1080ffb97b3f0f2.js	(from https://www.wavespace.agency/startups)
16:17:12	145201/145201	---MCZ	200	added ('OK')	text/css	etag:W/%2251a8a87e608d4e1c774efa57ef4ce125%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.6655d16113e6966ef4eb1068-9c5098e4b.min.css	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.6655d16113e6966ef4eb1068-9c5098e4b.min.css	(from https://www.wavespace.agency/subscription)
16:17:12	2860/2860	---M--	200	added ('OK')	image/png	etag:%222623ba44cb867a986c75f6af34047c0d%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/695ba10bcc8bf539d3172ca3_Frame%201618872693.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/695ba10bcc8bf539d3172ca3_Frame%201618872693.png	(from https://www.wavespace.agency/subscription)
16:17:12	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:13%20GMT	https://www.wavespace.agency/%22https://cdn.prod.website-files.com/65aa3cf1bef7f4d5934c6660/65f9b4e827ac29ebbf9e8b98_Flat%20Monthly%20Fee%20Animation-poster-00001.jpg%22	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/_https_/cdn.prod.website-files.com/65aa3cf1bef7f4d5934c6660/65f9b4e827ac29ebbf9e8b98_Flat%20Monthly%20Fee%20Animation-poster-00001.jpg_	(from https://www.wavespace.agency/subscription)
16:17:13	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:13%20GMT	https://www.wavespace.agency/%22https://cdn.prod.website-files.com/65aa3cf1bef7f4d5934c6660/65f9b6b5ebacade6f2e14b86_Fast%20Turnaround%20Animation-poster-00001.jpg%22	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/_https_/cdn.prod.website-files.com/65aa3cf1bef7f4d5934c6660/65f9b6b5ebacade6f2e14b86_Fast%20Turnaround%20Animation-poster-00001.jpg_	(from https://www.wavespace.agency/subscription)
16:17:13	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:13%20GMT	https://www.wavespace.agency/%22https://cdn.prod.website-files.com/65aa3cf1bef7f4d5934c6660/65f9b6ea7c6b5340be1e55ee_Unlimited%20Revisions-poster-00001.jpg%22	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/_https_/cdn.prod.website-files.com/65aa3cf1bef7f4d5934c6660/65f9b6ea7c6b5340be1e55ee_Unlimited%20Revisions-poster-00001.jpg_	(from https://www.wavespace.agency/subscription)
16:17:14	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:14%20GMT	https://www.wavespace.agency/%22https://cdn.prod.website-files.com/65aa3cf1bef7f4d5934c6660/65f9b7b73dd8b9abdadac583_Full%20Design%20Service-poster-00001.jpg%22	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/_https_/cdn.prod.website-files.com/65aa3cf1bef7f4d5934c6660/65f9b7b73dd8b9abdadac583_Full%20Design%20Service-poster-00001.jpg_	(from https://www.wavespace.agency/subscription)
16:17:14	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:14%20GMT	https://www.wavespace.agency/%22https://cdn.prod.website-files.com/65aa3cf1bef7f4d5934c6660/65f9b80e337e4f088081b594_No%20Contracts,%20%20No%20Headaches-poster-00001.jpg%22	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/_https_/cdn.prod.website-files.com/65aa3cf1bef7f4d5934c6660/65f9b80e337e4f088081b594_No%20Contracts,%20%20No%20Headaches-poster-00001.jpg_	(from https://www.wavespace.agency/subscription)
16:17:14	17351/17351	---M--	200	added ('OK')	image/png	etag:%229cacc21ea2c2a047c54c7c5568c70ff4%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/6911c2f417f2c3c355ba639d_ux-design-for-ai-startups.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/6911c2f417f2c3c355ba639d_ux-design-for-ai-startups.png	(from https://www.wavespace.agency/subscription)
16:17:14	67082/67082	---M--	200	added ('OK')	image/png	etag:%2237375a3e4a01c68fab9800ff288edd7b%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/6911c38b34cd7e4e281d0dfc_wavespace-branding-agency.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/6911c38b34cd7e4e281d0dfc_wavespace-branding-agency.png	(from https://www.wavespace.agency/subscription)
16:17:15	746/746	---M--	200	added ('OK')	image/png	etag:%22065319bdf73ddba85dfe7422dab127b3%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/682c6c018abc447a9396b7ec_Close.png	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/682c6c018abc447a9396b7ec_Close.png	(from https://www.wavespace.agency/subscription)
16:17:15	5019/5019	---MCZ	200	added ('OK')	text/javascript	etag:W/%222ff611b7c02154635fd4a36b36119767%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/js/wavespace.c68046bc.78d89cfd1d605f26.js	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/js/wavespace.c68046bc.78d89cfd1d605f26.js	(from https://www.wavespace.agency/subscription)
16:17:16	123141/123141	---MCZ	200	added ('OK')	text/css	etag:W/%229f045739760e29ef1904a8aa8292fe89%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.6655d16113e6966ef4eb1062-bd69d1c55.min.css	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.6655d16113e6966ef4eb1062-bd69d1c55.min.css	(from https://www.wavespace.agency/case-studies)
16:17:16	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:16%20GMT	https://www.wavespace.agency/case-studies/quicky	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/case-studies/quicky	(from https://www.wavespace.agency/case-studies)
16:17:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:17%20GMT	https://www.wavespace.agency/case-studies/solon-network	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/case-studies/solon-network	(from https://www.wavespace.agency/case-studies)
16:17:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:17%20GMT	https://www.wavespace.agency/case-studies/tournated	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/case-studies/tournated	(from https://www.wavespace.agency/case-studies)
16:17:17	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:18%20GMT	https://www.wavespace.agency/case-studies/off-white	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/case-studies/off-white	(from https://www.wavespace.agency/case-studies)
16:17:18	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:18%20GMT	https://www.wavespace.agency/case-studies/hoolis	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/case-studies/hoolis	(from https://www.wavespace.agency/case-studies)
16:17:18	120383/120383	---MCZ	200	added ('OK')	text/css	etag:W/%222d16ecf377b22d9c752131dcf8303548%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.6655d16113e6966ef4eb106c-16d6cdb4c.min.css	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.6655d16113e6966ef4eb106c-16d6cdb4c.min.css	(from https://www.wavespace.agency/case-studies/spacebook)
16:17:19	122/122	---M--	502	error ('Bad%20Gateway')	text/html	date:Wed,%2021%20Jan%202026%2010:47:19%20GMT	https://www.wavespace.agency/case-studies/rss.xml	E:/My%20Web%20Sites/wavespace.agency/www.wavespace.agency/case-studies/rss.xml	(from https://www.wavespace.agency/case-studies/spacebook)
16:17:19	133410/133410	---MCZ	200	added ('OK')	text/css	etag:W/%227e4fa8174a48d7437e6a862bb1c675f1%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.6655d16113e6966ef4eb1064-28e00df5f.min.css	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.6655d16113e6966ef4eb1064-28e00df5f.min.css	(from https://www.wavespace.agency/services)
16:17:19	139294/139294	---MCZ	200	added ('OK')	text/css	etag:W/%2278af820ae91a3cf7fd657f9de0e3d56e%22	https://cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.66c382fd184134dc95dc9295-fdf2445ea.min.css	E:/My%20Web%20Sites/wavespace.agency/cdn.prod.website-files.com/6655d16113e6966ef4eb1041/css/wavespace.66c382fd184134dc95dc9295-fdf2445ea.min.css	(from https://www.wavespace.agency/services/ui-ux-design)
